,5Y-Average
1087,0.00010319311573844144
1088,0.00010442838402630685
1089,0.00010525549839133113
1090,0.00010710008811594306
1091,0.00010564370181692545
1092,0.00010478915551818678
1093,0.0001031241202687962
1094,9.982813186947833e-05
1095,9.528191230935996e-05
1096,9.054366921324095e-05
1097,8.674476202915959e-05
1098,8.416117263569679e-05
1099,8.23805907564184e-05
1100,8.184940876722189e-05
1101,8.21603040159848e-05
1102,8.413041561910796e-05
1103,8.647958666992063e-05
1104,9.167336611984195e-05
1105,9.522039827618226e-05
1106,9.699349871899312e-05
1107,9.861863297389007e-05
1108,9.573329230956918e-05
1109,9.743407219986031e-05
1110,9.817722822230423e-05
1111,9.867599065347466e-05
1112,0.00010061534524000897
1113,0.00010274672336254392
1114,0.00010558717540805946
1115,0.00010516073352940875
