,Coal-EA,Coal-NE,Coal-NO,Coal-SO,Coal-WE
4505,0.55,0.55,0.55,0.55,0.55
4506,0.55,0.55,0.55,0.55,0.55
4507,0.55,0.55,0.55,0.55,0.55
4508,0.55,0.55,0.55,0.55,0.55
4509,0.55,0.55,0.55,0.55,0.55
4510,0.55,0.55,0.55,0.55,0.55
4511,0.55,0.55,0.55,0.55,0.55
4512,0.55,0.55,0.55,0.55,0.55
4513,0.55,0.55,0.55,0.55,0.55
4514,0.55,0.55,0.55,0.55,0.55
4515,0.55,0.55,0.55,0.55,0.55
4516,0.55,0.55,0.55,0.55,0.55
4517,0.55,0.55,0.55,0.55,0.55
4518,0.55,0.55,0.55,0.55,0.55
4519,0.55,0.55,0.55,0.55,0.55
4520,0.55,0.55,0.55,0.55,0.55
4521,0.55,0.55,0.55,0.55,0.55
4522,0.55,0.55,0.55,0.55,0.55
4523,0.55,0.55,0.55,0.55,0.55
4524,0.55,0.55,0.55,0.55,0.55
4525,0.55,0.55,0.55,0.55,0.55
4526,0.55,0.55,0.55,0.55,0.55
4527,0.55,0.55,0.55,0.55,0.55
4528,0.55,0.55,0.55,0.55,0.55
4529,0.55,0.55,0.55,0.55,0.55
4530,0.55,0.55,0.55,0.55,0.55
4531,0.55,0.55,0.55,0.55,0.55
4532,0.55,0.55,0.55,0.55,0.55
4533,0.55,0.55,0.55,0.55,0.55
4534,0.55,0.55,0.55,0.55,0.55
4535,0.55,0.55,0.55,0.55,0.55
4536,0.55,0.55,0.55,0.55,0.55
4537,0.55,0.55,0.55,0.55,0.55
4538,0.55,0.55,0.55,0.55,0.55
4539,0.55,0.55,0.55,0.55,0.55
4540,0.55,0.55,0.55,0.55,0.55
4541,0.55,0.55,0.55,0.55,0.55
4542,0.55,0.55,0.55,0.55,0.55
4543,0.55,0.55,0.55,0.55,0.55
4544,0.55,0.55,0.55,0.55,0.55
4545,0.55,0.55,0.55,0.55,0.55
4546,0.55,0.55,0.55,0.55,0.55
4547,0.55,0.55,0.55,0.55,0.55
4548,0.55,0.55,0.55,0.55,0.55
4549,0.55,0.55,0.55,0.55,0.55
4550,0.55,0.55,0.55,0.55,0.55
4551,0.55,0.55,0.55,0.55,0.55
4552,0.55,0.55,0.55,0.55,0.55
4553,0.55,0.55,0.55,0.55,0.55
4554,0.55,0.55,0.55,0.55,0.55
4555,0.55,0.55,0.55,0.55,0.55
4556,0.55,0.55,0.55,0.55,0.55
4557,0.55,0.55,0.55,0.55,0.55
4558,0.55,0.55,0.55,0.55,0.55
4559,0.55,0.55,0.55,0.55,0.55
4560,0.55,0.55,0.55,0.55,0.55
4561,0.55,0.55,0.55,0.55,0.55
4562,0.55,0.55,0.55,0.55,0.55
4563,0.55,0.55,0.55,0.55,0.55
4564,0.55,0.55,0.55,0.55,0.55
4565,0.55,0.55,0.55,0.55,0.55
4566,0.55,0.55,0.55,0.55,0.55
4567,0.55,0.55,0.55,0.55,0.55
4568,0.55,0.55,0.55,0.55,0.55
4569,0.55,0.55,0.55,0.55,0.55
4570,0.55,0.55,0.55,0.55,0.55
4571,0.55,0.55,0.55,0.55,0.55
4572,0.55,0.55,0.55,0.55,0.55
4573,0.55,0.55,0.55,0.55,0.55
4574,0.55,0.55,0.55,0.55,0.55
4575,0.55,0.55,0.55,0.55,0.55
4576,0.55,0.55,0.55,0.55,0.55
4577,0.55,0.55,0.55,0.55,0.55
4578,0.55,0.55,0.55,0.55,0.55
4579,0.55,0.55,0.55,0.55,0.55
4580,0.55,0.55,0.55,0.55,0.55
4581,0.55,0.55,0.55,0.55,0.55
4582,0.55,0.55,0.55,0.55,0.55
4583,0.55,0.55,0.55,0.55,0.55
4584,0.55,0.55,0.55,0.55,0.55
4585,0.55,0.55,0.55,0.55,0.55
4586,0.55,0.55,0.55,0.55,0.55
4587,0.55,0.55,0.55,0.55,0.55
4588,0.55,0.55,0.55,0.55,0.55
4589,0.55,0.55,0.55,0.55,0.55
4590,0.55,0.55,0.55,0.55,0.55
4591,0.55,0.55,0.55,0.55,0.55
4592,0.55,0.55,0.55,0.55,0.55
4593,0.55,0.55,0.55,0.55,0.55
4594,0.55,0.55,0.55,0.55,0.55
4595,0.55,0.55,0.55,0.55,0.55
4596,0.55,0.55,0.55,0.55,0.55
4597,0.55,0.55,0.55,0.55,0.55
4598,0.55,0.55,0.55,0.55,0.55
4599,0.55,0.55,0.55,0.55,0.55
4600,0.55,0.55,0.55,0.55,0.55
4601,0.55,0.55,0.55,0.55,0.55
4602,0.55,0.55,0.55,0.55,0.55
4603,0.55,0.55,0.55,0.55,0.55
4604,0.55,0.55,0.55,0.55,0.55
4605,0.55,0.55,0.55,0.55,0.55
4606,0.55,0.55,0.55,0.55,0.55
4607,0.55,0.55,0.55,0.55,0.55
4608,0.55,0.55,0.55,0.55,0.55
4609,0.55,0.55,0.55,0.55,0.55
4610,0.55,0.55,0.55,0.55,0.55
4611,0.55,0.55,0.55,0.55,0.55
4612,0.55,0.55,0.55,0.55,0.55
4613,0.55,0.55,0.55,0.55,0.55
4614,0.55,0.55,0.55,0.55,0.55
4615,0.55,0.55,0.55,0.55,0.55
4616,0.55,0.55,0.55,0.55,0.55
4617,0.55,0.55,0.55,0.55,0.55
4618,0.55,0.55,0.55,0.55,0.55
4619,0.55,0.55,0.55,0.55,0.55
4620,0.55,0.55,0.55,0.55,0.55
4621,0.55,0.55,0.55,0.55,0.55
4622,0.55,0.55,0.55,0.55,0.55
4623,0.55,0.55,0.55,0.55,0.55
4624,0.55,0.55,0.55,0.55,0.55
4625,0.55,0.55,0.55,0.55,0.55
4626,0.55,0.55,0.55,0.55,0.55
4627,0.55,0.55,0.55,0.55,0.55
4628,0.55,0.55,0.55,0.55,0.55
4629,0.55,0.55,0.55,0.55,0.55
4630,0.55,0.55,0.55,0.55,0.55
4631,0.55,0.55,0.55,0.55,0.55
4632,0.55,0.55,0.55,0.55,0.55
4633,0.55,0.55,0.55,0.55,0.55
4634,0.55,0.55,0.55,0.55,0.55
4635,0.55,0.55,0.55,0.55,0.55
4636,0.55,0.55,0.55,0.55,0.55
4637,0.55,0.55,0.55,0.55,0.55
4638,0.55,0.55,0.55,0.55,0.55
4639,0.55,0.55,0.55,0.55,0.55
4640,0.55,0.55,0.55,0.55,0.55
4641,0.55,0.55,0.55,0.55,0.55
4642,0.55,0.55,0.55,0.55,0.55
4643,0.55,0.55,0.55,0.55,0.55
4644,0.55,0.55,0.55,0.55,0.55
4645,0.55,0.55,0.55,0.55,0.55
4646,0.55,0.55,0.55,0.55,0.55
4647,0.55,0.55,0.55,0.55,0.55
4648,0.55,0.55,0.55,0.55,0.55
4649,0.55,0.55,0.55,0.55,0.55
4650,0.55,0.55,0.55,0.55,0.55
4651,0.55,0.55,0.55,0.55,0.55
4652,0.55,0.55,0.55,0.55,0.55
4653,0.55,0.55,0.55,0.55,0.55
4654,0.55,0.55,0.55,0.55,0.55
4655,0.55,0.55,0.55,0.55,0.55
4656,0.55,0.55,0.55,0.55,0.55
4657,0.55,0.55,0.55,0.55,0.55
4658,0.55,0.55,0.55,0.55,0.55
4659,0.55,0.55,0.55,0.55,0.55
4660,0.55,0.55,0.55,0.55,0.55
4661,0.55,0.55,0.55,0.55,0.55
4662,0.55,0.55,0.55,0.55,0.55
4663,0.55,0.55,0.55,0.55,0.55
4664,0.55,0.55,0.55,0.55,0.55
4665,0.55,0.55,0.55,0.55,0.55
4666,0.55,0.55,0.55,0.55,0.55
4667,0.55,0.55,0.55,0.55,0.55
4668,0.55,0.55,0.55,0.55,0.55
4669,0.55,0.55,0.55,0.55,0.55
4670,0.55,0.55,0.55,0.55,0.55
4671,0.55,0.55,0.55,0.55,0.55
4672,0.55,0.55,0.55,0.55,0.55
4673,0.55,0.55,0.55,0.55,0.55
4674,0.55,0.55,0.55,0.55,0.55
4675,0.55,0.55,0.55,0.55,0.55
4676,0.55,0.55,0.55,0.55,0.55
4677,0.55,0.55,0.55,0.55,0.55
4678,0.55,0.55,0.55,0.55,0.55
4679,0.55,0.55,0.55,0.55,0.55
4680,0.55,0.55,0.55,0.55,0.55
4681,0.55,0.55,0.55,0.55,0.55
4682,0.55,0.55,0.55,0.55,0.55
4683,0.55,0.55,0.55,0.55,0.55
4684,0.55,0.55,0.55,0.55,0.55
4685,0.55,0.55,0.55,0.55,0.55
4686,0.55,0.55,0.55,0.55,0.55
4687,0.55,0.55,0.55,0.55,0.55
4688,0.55,0.55,0.55,0.55,0.55
4689,0.55,0.55,0.55,0.55,0.55
4690,0.55,0.55,0.55,0.55,0.55
4691,0.55,0.55,0.55,0.55,0.55
4692,0.55,0.55,0.55,0.55,0.55
4693,0.55,0.55,0.55,0.55,0.55
4694,0.55,0.55,0.55,0.55,0.55
4695,0.55,0.55,0.55,0.55,0.55
4696,0.55,0.55,0.55,0.55,0.55
4697,0.55,0.55,0.55,0.55,0.55
4698,0.55,0.55,0.55,0.55,0.55
4699,0.55,0.55,0.55,0.55,0.55
4700,0.55,0.55,0.55,0.55,0.55
4701,0.55,0.55,0.55,0.55,0.55
4702,0.55,0.55,0.55,0.55,0.55
4703,0.55,0.55,0.55,0.55,0.55
4704,0.55,0.55,0.55,0.55,0.55
4705,0.55,0.55,0.55,0.55,0.55
4706,0.55,0.55,0.55,0.55,0.55
4707,0.55,0.55,0.55,0.55,0.55
4708,0.55,0.55,0.55,0.55,0.55
4709,0.55,0.55,0.55,0.55,0.55
4710,0.55,0.55,0.55,0.55,0.55
4711,0.55,0.55,0.55,0.55,0.55
4712,0.55,0.55,0.55,0.55,0.55
4713,0.55,0.55,0.55,0.55,0.55
4714,0.55,0.55,0.55,0.55,0.55
4715,0.55,0.55,0.55,0.55,0.55
4716,0.55,0.55,0.55,0.55,0.55
4717,0.55,0.55,0.55,0.55,0.55
4718,0.55,0.55,0.55,0.55,0.55
4719,0.55,0.55,0.55,0.55,0.55
4720,0.55,0.55,0.55,0.55,0.55
4721,0.55,0.55,0.55,0.55,0.55
4722,0.55,0.55,0.55,0.55,0.55
4723,0.55,0.55,0.55,0.55,0.55
4724,0.55,0.55,0.55,0.55,0.55
4725,0.55,0.55,0.55,0.55,0.55
4726,0.55,0.55,0.55,0.55,0.55
4727,0.55,0.55,0.55,0.55,0.55
4728,0.55,0.55,0.55,0.55,0.55
4729,0.55,0.55,0.55,0.55,0.55
4730,0.55,0.55,0.55,0.55,0.55
4731,0.55,0.55,0.55,0.55,0.55
4732,0.55,0.55,0.55,0.55,0.55
4733,0.55,0.55,0.55,0.55,0.55
4734,0.55,0.55,0.55,0.55,0.55
4735,0.55,0.55,0.55,0.55,0.55
4736,0.55,0.55,0.55,0.55,0.55
4737,0.55,0.55,0.55,0.55,0.55
4738,0.55,0.55,0.55,0.55,0.55
4739,0.55,0.55,0.55,0.55,0.55
4740,0.55,0.55,0.55,0.55,0.55
4741,0.55,0.55,0.55,0.55,0.55
4742,0.55,0.55,0.55,0.55,0.55
4743,0.55,0.55,0.55,0.55,0.55
4744,0.55,0.55,0.55,0.55,0.55
4745,0.55,0.55,0.55,0.55,0.55
4746,0.55,0.55,0.55,0.55,0.55
4747,0.55,0.55,0.55,0.55,0.55
4748,0.55,0.55,0.55,0.55,0.55
4749,0.55,0.55,0.55,0.55,0.55
4750,0.55,0.55,0.55,0.55,0.55
4751,0.55,0.55,0.55,0.55,0.55
4752,0.55,0.55,0.55,0.55,0.55
4753,0.55,0.55,0.55,0.55,0.55
4754,0.55,0.55,0.55,0.55,0.55
4755,0.55,0.55,0.55,0.55,0.55
4756,0.55,0.55,0.55,0.55,0.55
4757,0.55,0.55,0.55,0.55,0.55
4758,0.55,0.55,0.55,0.55,0.55
4759,0.55,0.55,0.55,0.55,0.55
4760,0.55,0.55,0.55,0.55,0.55
4761,0.55,0.55,0.55,0.55,0.55
4762,0.55,0.55,0.55,0.55,0.55
4763,0.55,0.55,0.55,0.55,0.55
4764,0.55,0.55,0.55,0.55,0.55
4765,0.55,0.55,0.55,0.55,0.55
4766,0.55,0.55,0.55,0.55,0.55
4767,0.55,0.55,0.55,0.55,0.55
4768,0.55,0.55,0.55,0.55,0.55
4769,0.55,0.55,0.55,0.55,0.55
4770,0.55,0.55,0.55,0.55,0.55
4771,0.55,0.55,0.55,0.55,0.55
4772,0.55,0.55,0.55,0.55,0.55
4773,0.55,0.55,0.55,0.55,0.55
4774,0.55,0.55,0.55,0.55,0.55
4775,0.55,0.55,0.55,0.55,0.55
4776,0.55,0.55,0.55,0.55,0.55
4777,0.55,0.55,0.55,0.55,0.55
4778,0.55,0.55,0.55,0.55,0.55
4779,0.55,0.55,0.55,0.55,0.55
4780,0.55,0.55,0.55,0.55,0.55
4781,0.55,0.55,0.55,0.55,0.55
4782,0.55,0.55,0.55,0.55,0.55
4783,0.55,0.55,0.55,0.55,0.55
4784,0.55,0.55,0.55,0.55,0.55
4785,0.55,0.55,0.55,0.55,0.55
4786,0.55,0.55,0.55,0.55,0.55
4787,0.55,0.55,0.55,0.55,0.55
4788,0.55,0.55,0.55,0.55,0.55
4789,0.55,0.55,0.55,0.55,0.55
4790,0.55,0.55,0.55,0.55,0.55
4791,0.55,0.55,0.55,0.55,0.55
4792,0.55,0.55,0.55,0.55,0.55
4793,0.55,0.55,0.55,0.55,0.55
4794,0.55,0.55,0.55,0.55,0.55
4795,0.55,0.55,0.55,0.55,0.55
4796,0.55,0.55,0.55,0.55,0.55
4797,0.55,0.55,0.55,0.55,0.55
4798,0.55,0.55,0.55,0.55,0.55
4799,0.55,0.55,0.55,0.55,0.55
4800,0.55,0.55,0.55,0.55,0.55
4801,0.55,0.55,0.55,0.55,0.55
4802,0.55,0.55,0.55,0.55,0.55
4803,0.55,0.55,0.55,0.55,0.55
4804,0.55,0.55,0.55,0.55,0.55
4805,0.55,0.55,0.55,0.55,0.55
4806,0.55,0.55,0.55,0.55,0.55
4807,0.55,0.55,0.55,0.55,0.55
4808,0.55,0.55,0.55,0.55,0.55
4809,0.55,0.55,0.55,0.55,0.55
4810,0.55,0.55,0.55,0.55,0.55
4811,0.55,0.55,0.55,0.55,0.55
4812,0.55,0.55,0.55,0.55,0.55
4813,0.55,0.55,0.55,0.55,0.55
4814,0.55,0.55,0.55,0.55,0.55
4815,0.55,0.55,0.55,0.55,0.55
4816,0.55,0.55,0.55,0.55,0.55
4817,0.55,0.55,0.55,0.55,0.55
4818,0.55,0.55,0.55,0.55,0.55
4819,0.55,0.55,0.55,0.55,0.55
4820,0.55,0.55,0.55,0.55,0.55
4821,0.55,0.55,0.55,0.55,0.55
4822,0.55,0.55,0.55,0.55,0.55
4823,0.55,0.55,0.55,0.55,0.55
4824,0.55,0.55,0.55,0.55,0.55
4825,0.55,0.55,0.55,0.55,0.55
4826,0.55,0.55,0.55,0.55,0.55
4827,0.55,0.55,0.55,0.55,0.55
4828,0.55,0.55,0.55,0.55,0.55
4829,0.55,0.55,0.55,0.55,0.55
4830,0.55,0.55,0.55,0.55,0.55
4831,0.55,0.55,0.55,0.55,0.55
4832,0.55,0.55,0.55,0.55,0.55
4833,0.55,0.55,0.55,0.55,0.55
4834,0.55,0.55,0.55,0.55,0.55
4835,0.55,0.55,0.55,0.55,0.55
4836,0.55,0.55,0.55,0.55,0.55
4837,0.55,0.55,0.55,0.55,0.55
4838,0.55,0.55,0.55,0.55,0.55
4839,0.55,0.55,0.55,0.55,0.55
4840,0.55,0.55,0.55,0.55,0.55
4841,0.55,0.55,0.55,0.55,0.55
4842,0.55,0.55,0.55,0.55,0.55
4843,0.55,0.55,0.55,0.55,0.55
4844,0.55,0.55,0.55,0.55,0.55
4845,0.55,0.55,0.55,0.55,0.55
4846,0.55,0.55,0.55,0.55,0.55
4847,0.55,0.55,0.55,0.55,0.55
4848,0.55,0.55,0.55,0.55,0.55
4849,0.55,0.55,0.55,0.55,0.55
4850,0.55,0.55,0.55,0.55,0.55
4851,0.55,0.55,0.55,0.55,0.55
4852,0.55,0.55,0.55,0.55,0.55
4853,0.55,0.55,0.55,0.55,0.55
4854,0.55,0.55,0.55,0.55,0.55
4855,0.55,0.55,0.55,0.55,0.55
4856,0.55,0.55,0.55,0.55,0.55
4857,0.55,0.55,0.55,0.55,0.55
4858,0.55,0.55,0.55,0.55,0.55
4859,0.55,0.55,0.55,0.55,0.55
4860,0.55,0.55,0.55,0.55,0.55
4861,0.55,0.55,0.55,0.55,0.55
4862,0.55,0.55,0.55,0.55,0.55
4863,0.55,0.55,0.55,0.55,0.55
4864,0.55,0.55,0.55,0.55,0.55
4865,0.55,0.55,0.55,0.55,0.55
4866,0.55,0.55,0.55,0.55,0.55
4867,0.55,0.55,0.55,0.55,0.55
4868,0.55,0.55,0.55,0.55,0.55
4869,0.55,0.55,0.55,0.55,0.55
4870,0.55,0.55,0.55,0.55,0.55
4871,0.55,0.55,0.55,0.55,0.55
4872,0.55,0.55,0.55,0.55,0.55
4873,0.55,0.55,0.55,0.55,0.55
4874,0.55,0.55,0.55,0.55,0.55
4875,0.55,0.55,0.55,0.55,0.55
4876,0.55,0.55,0.55,0.55,0.55
4877,0.55,0.55,0.55,0.55,0.55
4878,0.55,0.55,0.55,0.55,0.55
4879,0.55,0.55,0.55,0.55,0.55
4880,0.55,0.55,0.55,0.55,0.55
4881,0.55,0.55,0.55,0.55,0.55
4882,0.55,0.55,0.55,0.55,0.55
4883,0.55,0.55,0.55,0.55,0.55
4884,0.55,0.55,0.55,0.55,0.55
4885,0.55,0.55,0.55,0.55,0.55
4886,0.55,0.55,0.55,0.55,0.55
4887,0.55,0.55,0.55,0.55,0.55
4888,0.55,0.55,0.55,0.55,0.55
4889,0.55,0.55,0.55,0.55,0.55
4890,0.55,0.55,0.55,0.55,0.55
4891,0.55,0.55,0.55,0.55,0.55
4892,0.55,0.55,0.55,0.55,0.55
4893,0.55,0.55,0.55,0.55,0.55
4894,0.55,0.55,0.55,0.55,0.55
4895,0.55,0.55,0.55,0.55,0.55
4896,0.55,0.55,0.55,0.55,0.55
4897,0.55,0.55,0.55,0.55,0.55
4898,0.55,0.55,0.55,0.55,0.55
4899,0.55,0.55,0.55,0.55,0.55
4900,0.55,0.55,0.55,0.55,0.55
4901,0.55,0.55,0.55,0.55,0.55
4902,0.55,0.55,0.55,0.55,0.55
4903,0.55,0.55,0.55,0.55,0.55
4904,0.55,0.55,0.55,0.55,0.55
4905,0.55,0.55,0.55,0.55,0.55
4906,0.55,0.55,0.55,0.55,0.55
4907,0.55,0.55,0.55,0.55,0.55
4908,0.55,0.55,0.55,0.55,0.55
4909,0.55,0.55,0.55,0.55,0.55
4910,0.55,0.55,0.55,0.55,0.55
4911,0.55,0.55,0.55,0.55,0.55
4912,0.55,0.55,0.55,0.55,0.55
4913,0.55,0.55,0.55,0.55,0.55
4914,0.55,0.55,0.55,0.55,0.55
4915,0.55,0.55,0.55,0.55,0.55
4916,0.55,0.55,0.55,0.55,0.55
4917,0.55,0.55,0.55,0.55,0.55
4918,0.55,0.55,0.55,0.55,0.55
4919,0.55,0.55,0.55,0.55,0.55
4920,0.55,0.55,0.55,0.55,0.55
4921,0.55,0.55,0.55,0.55,0.55
4922,0.55,0.55,0.55,0.55,0.55
4923,0.55,0.55,0.55,0.55,0.55
4924,0.55,0.55,0.55,0.55,0.55
4925,0.55,0.55,0.55,0.55,0.55
4926,0.55,0.55,0.55,0.55,0.55
4927,0.55,0.55,0.55,0.55,0.55
4928,0.55,0.55,0.55,0.55,0.55
4929,0.55,0.55,0.55,0.55,0.55
4930,0.55,0.55,0.55,0.55,0.55
4931,0.55,0.55,0.55,0.55,0.55
4932,0.55,0.55,0.55,0.55,0.55
4933,0.55,0.55,0.55,0.55,0.55
4934,0.55,0.55,0.55,0.55,0.55
4935,0.55,0.55,0.55,0.55,0.55
4936,0.55,0.55,0.55,0.55,0.55
4937,0.55,0.55,0.55,0.55,0.55
4938,0.55,0.55,0.55,0.55,0.55
4939,0.55,0.55,0.55,0.55,0.55
4940,0.55,0.55,0.55,0.55,0.55
4941,0.55,0.55,0.55,0.55,0.55
4942,0.55,0.55,0.55,0.55,0.55
4943,0.55,0.55,0.55,0.55,0.55
4944,0.55,0.55,0.55,0.55,0.55
4945,0.55,0.55,0.55,0.55,0.55
4946,0.55,0.55,0.55,0.55,0.55
4947,0.55,0.55,0.55,0.55,0.55
4948,0.55,0.55,0.55,0.55,0.55
4949,0.55,0.55,0.55,0.55,0.55
4950,0.55,0.55,0.55,0.55,0.55
4951,0.55,0.55,0.55,0.55,0.55
4952,0.55,0.55,0.55,0.55,0.55
4953,0.55,0.55,0.55,0.55,0.55
4954,0.55,0.55,0.55,0.55,0.55
4955,0.55,0.55,0.55,0.55,0.55
4956,0.55,0.55,0.55,0.55,0.55
4957,0.55,0.55,0.55,0.55,0.55
4958,0.55,0.55,0.55,0.55,0.55
4959,0.55,0.55,0.55,0.55,0.55
4960,0.55,0.55,0.55,0.55,0.55
4961,0.55,0.55,0.55,0.55,0.55
4962,0.55,0.55,0.55,0.55,0.55
4963,0.55,0.55,0.55,0.55,0.55
4964,0.55,0.55,0.55,0.55,0.55
4965,0.55,0.55,0.55,0.55,0.55
4966,0.55,0.55,0.55,0.55,0.55
4967,0.55,0.55,0.55,0.55,0.55
4968,0.55,0.55,0.55,0.55,0.55
4969,0.55,0.55,0.55,0.55,0.55
4970,0.55,0.55,0.55,0.55,0.55
4971,0.55,0.55,0.55,0.55,0.55
4972,0.55,0.55,0.55,0.55,0.55
4973,0.55,0.55,0.55,0.55,0.55
4974,0.55,0.55,0.55,0.55,0.55
4975,0.55,0.55,0.55,0.55,0.55
4976,0.55,0.55,0.55,0.55,0.55
4977,0.55,0.55,0.55,0.55,0.55
4978,0.55,0.55,0.55,0.55,0.55
4979,0.55,0.55,0.55,0.55,0.55
4980,0.55,0.55,0.55,0.55,0.55
4981,0.55,0.55,0.55,0.55,0.55
4982,0.55,0.55,0.55,0.55,0.55
4983,0.55,0.55,0.55,0.55,0.55
4984,0.55,0.55,0.55,0.55,0.55
4985,0.55,0.55,0.55,0.55,0.55
4986,0.55,0.55,0.55,0.55,0.55
4987,0.55,0.55,0.55,0.55,0.55
4988,0.55,0.55,0.55,0.55,0.55
4989,0.55,0.55,0.55,0.55,0.55
4990,0.55,0.55,0.55,0.55,0.55
4991,0.55,0.55,0.55,0.55,0.55
4992,0.55,0.55,0.55,0.55,0.55
4993,0.55,0.55,0.55,0.55,0.55
4994,0.55,0.55,0.55,0.55,0.55
4995,0.55,0.55,0.55,0.55,0.55
4996,0.55,0.55,0.55,0.55,0.55
4997,0.55,0.55,0.55,0.55,0.55
4998,0.55,0.55,0.55,0.55,0.55
4999,0.55,0.55,0.55,0.55,0.55
5000,0.55,0.55,0.55,0.55,0.55
5001,0.55,0.55,0.55,0.55,0.55
5002,0.55,0.55,0.55,0.55,0.55
5003,0.55,0.55,0.55,0.55,0.55
5004,0.55,0.55,0.55,0.55,0.55
5005,0.55,0.55,0.55,0.55,0.55
5006,0.55,0.55,0.55,0.55,0.55
5007,0.55,0.55,0.55,0.55,0.55
5008,0.55,0.55,0.55,0.55,0.55
5009,0.55,0.55,0.55,0.55,0.55
5010,0.55,0.55,0.55,0.55,0.55
5011,0.55,0.55,0.55,0.55,0.55
5012,0.55,0.55,0.55,0.55,0.55
5013,0.55,0.55,0.55,0.55,0.55
5014,0.55,0.55,0.55,0.55,0.55
5015,0.55,0.55,0.55,0.55,0.55
5016,0.55,0.55,0.55,0.55,0.55
5017,0.55,0.55,0.55,0.55,0.55
5018,0.55,0.55,0.55,0.55,0.55
5019,0.55,0.55,0.55,0.55,0.55
5020,0.55,0.55,0.55,0.55,0.55
5021,0.55,0.55,0.55,0.55,0.55
5022,0.55,0.55,0.55,0.55,0.55
5023,0.55,0.55,0.55,0.55,0.55
5024,0.55,0.55,0.55,0.55,0.55
5025,0.55,0.55,0.55,0.55,0.55
5026,0.55,0.55,0.55,0.55,0.55
5027,0.55,0.55,0.55,0.55,0.55
5028,0.55,0.55,0.55,0.55,0.55
5029,0.55,0.55,0.55,0.55,0.55
5030,0.55,0.55,0.55,0.55,0.55
5031,0.55,0.55,0.55,0.55,0.55
5032,0.55,0.55,0.55,0.55,0.55
5033,0.55,0.55,0.55,0.55,0.55
5034,0.55,0.55,0.55,0.55,0.55
5035,0.55,0.55,0.55,0.55,0.55
5036,0.55,0.55,0.55,0.55,0.55
5037,0.55,0.55,0.55,0.55,0.55
5038,0.55,0.55,0.55,0.55,0.55
5039,0.55,0.55,0.55,0.55,0.55
5040,0.55,0.55,0.55,0.55,0.55
5041,0.55,0.55,0.55,0.55,0.55
5042,0.55,0.55,0.55,0.55,0.55
5043,0.55,0.55,0.55,0.55,0.55
5044,0.55,0.55,0.55,0.55,0.55
5045,0.55,0.55,0.55,0.55,0.55
5046,0.55,0.55,0.55,0.55,0.55
5047,0.55,0.55,0.55,0.55,0.55
5048,0.55,0.55,0.55,0.55,0.55
5049,0.55,0.55,0.55,0.55,0.55
5050,0.55,0.55,0.55,0.55,0.55
5051,0.55,0.55,0.55,0.55,0.55
5052,0.55,0.55,0.55,0.55,0.55
5053,0.55,0.55,0.55,0.55,0.55
5054,0.55,0.55,0.55,0.55,0.55
5055,0.55,0.55,0.55,0.55,0.55
5056,0.55,0.55,0.55,0.55,0.55
5057,0.55,0.55,0.55,0.55,0.55
5058,0.55,0.55,0.55,0.55,0.55
5059,0.55,0.55,0.55,0.55,0.55
5060,0.55,0.55,0.55,0.55,0.55
5061,0.55,0.55,0.55,0.55,0.55
5062,0.55,0.55,0.55,0.55,0.55
5063,0.55,0.55,0.55,0.55,0.55
5064,0.55,0.55,0.55,0.55,0.55
5065,0.55,0.55,0.55,0.55,0.55
5066,0.55,0.55,0.55,0.55,0.55
5067,0.55,0.55,0.55,0.55,0.55
5068,0.55,0.55,0.55,0.55,0.55
5069,0.55,0.55,0.55,0.55,0.55
5070,0.55,0.55,0.55,0.55,0.55
5071,0.55,0.55,0.55,0.55,0.55
5072,0.55,0.55,0.55,0.55,0.55
5073,0.55,0.55,0.55,0.55,0.55
5074,0.55,0.55,0.55,0.55,0.55
5075,0.55,0.55,0.55,0.55,0.55
5076,0.55,0.55,0.55,0.55,0.55
5077,0.55,0.55,0.55,0.55,0.55
5078,0.55,0.55,0.55,0.55,0.55
5079,0.55,0.55,0.55,0.55,0.55
5080,0.55,0.55,0.55,0.55,0.55
5081,0.55,0.55,0.55,0.55,0.55
5082,0.55,0.55,0.55,0.55,0.55
5083,0.55,0.55,0.55,0.55,0.55
5084,0.55,0.55,0.55,0.55,0.55
5085,0.55,0.55,0.55,0.55,0.55
5086,0.55,0.55,0.55,0.55,0.55
5087,0.55,0.55,0.55,0.55,0.55
5088,0.55,0.55,0.55,0.55,0.55
5089,0.55,0.55,0.55,0.55,0.55
5090,0.55,0.55,0.55,0.55,0.55
5091,0.55,0.55,0.55,0.55,0.55
5092,0.55,0.55,0.55,0.55,0.55
5093,0.55,0.55,0.55,0.55,0.55
5094,0.55,0.55,0.55,0.55,0.55
5095,0.55,0.55,0.55,0.55,0.55
5096,0.55,0.55,0.55,0.55,0.55
5097,0.55,0.55,0.55,0.55,0.55
5098,0.55,0.55,0.55,0.55,0.55
5099,0.55,0.55,0.55,0.55,0.55
5100,0.55,0.55,0.55,0.55,0.55
5101,0.55,0.55,0.55,0.55,0.55
5102,0.55,0.55,0.55,0.55,0.55
5103,0.55,0.55,0.55,0.55,0.55
5104,0.55,0.55,0.55,0.55,0.55
5105,0.55,0.55,0.55,0.55,0.55
5106,0.55,0.55,0.55,0.55,0.55
5107,0.55,0.55,0.55,0.55,0.55
5108,0.55,0.55,0.55,0.55,0.55
5109,0.55,0.55,0.55,0.55,0.55
5110,0.55,0.55,0.55,0.55,0.55
5111,0.55,0.55,0.55,0.55,0.55
